__v,_id,auction.count,auction.ending,auction.id,auction.name,auction.price,auction.seller,id,sales
0,61bcf6d791d31c9d3daa23b9,1,1639775096923,WITHER_RELIC,Bloody Wither Relic,74400000,d88b95b1222f4bc39ae4f678fe62b78d,WITHER_RELIC,"[{""price"":75499990,""count"":1},{""price"":79900000,""count"":1},{""price"":81000000,""count"":1},{""price"":78000000,""count"":1},{""price"":80000000,""count"":1},{""price"":74999999,""count"":1},{""price"":83000000,""count"":1},{""price"":78000000,""count"":1},{""price"":80999999,""count"":1},{""price"":77000000,""count"":1},{""price"":74400000,""count"":1},{""price"":74900000,""count"":1},{""price"":75000000,""count"":1}]"
0,61bcf6d791d31c9d3daa23c5,1,1639790740721,TALISMAN_ENRICHMENT_HEALTH,Health Enrichment,2890000,7eabc2234220475aae65778c3c32ed72,TALISMAN_ENRICHMENT_HEALTH,"[{""price"":2890000,""count"":1},{""price"":2979999,""count"":1},{""price"":2989999,""count"":1},{""price"":2980000,""count"":1}]"
0,61bcf6d791d31c9d3daa23cb,1,1639943931876,CLEAVE_6,Cleave 6,21999999,e176fb6f73cb44a68a3c82243b3b216e,CLEAVE_6,"[{""price"":21999999,""count"":1},{""price"":40000000,""count"":1},{""price"":23000000,""count"":1},{""price"":22200000,""count"":1},{""price"":35000000,""count"":1},{""price"":22000000,""count"":1},{""price"":73568000,""count"":1},{""price"":39999999,""count"":1},{""price"":24500000,""count"":1},{""price"":42069420,""count"":1}]"
0,61bcf6d791d31c9d3daa23dd,1,1639794795625,DIVER_HELMET,"Diver's Mask",1200000,58a308238126462a992d6600250b2340,DIVER_HELMET,"[{""price"":34999999,""count"":1},{""price"":60000000,""count"":1},{""price"":1200000,""count"":1},{""price"":1499000,""count"":1},{""price"":3000000,""count"":1},{""price"":1499000,""count"":1},{""price"":34444400,""count"":1},{""price"":3500000,""count"":1},{""price"":1300000,""count"":1}]"
0,61bcf6d791d31c9d3daa23dc,1,1640477347347,BIG_BRAIN_5,Big Brain 5,100999991,88fec3c939904ec8a07890f342253d4d,BIG_BRAIN_5,"[{""price"":100999991,""count"":1},{""price"":100999991,""count"":1},{""price"":103000000,""count"":1},{""price"":102000000,""count"":1},{""price"":105000000,""count"":1},{""price"":155000000,""count"":1},{""price"":101000000,""count"":1},{""price"":105900000,""count"":1},{""price"":107000000,""count"":1},{""price"":107999000,""count"":1},{""price"":119000000,""count"":1}]"
0,61bcf6d791d31c9d3daa23e8,1,1640044096429,LVL_1_EPIC_TURTLE,[lvl 1] Epic Turtle,1999999,37af26d958a8486ba9a5620b9da38add,LVL_1_EPIC_TURTLE,"[{""price"":1999999,""count"":1}]"
0,61bcf6d791d31c9d3daa23f3,1,1639777929362,GIANT_KILLER_6,Giant Killer 6,600000,a96819aa48b54cfda2ff265fe0e231c9,GIANT_KILLER_6,"[{""price"":600000,""count"":1},{""price"":1000000,""count"":1},{""price"":999998,""count"":1},{""price"":1000000,""count"":1},{""price"":1000000,""count"":1},{""price"":600000,""count"":1},{""price"":650000,""count"":1},{""price"":698000,""count"":1},{""price"":5000000,""count"":1},{""price"":1000000,""count"":1},{""price"":999999,""count"":1}]"
0,61bcf6d791d31c9d3daa23fe,1,1639850954141,UNDEAD_PERSONALITY,Undead Minion Skin,199000,dabc1d9af2094fd5ae64242d19f389da,UNDEAD_PERSONALITY,"[{""price"":236000,""count"":1},{""price"":200000,""count"":1},{""price"":199000,""count"":1},{""price"":3600000,""count"":1},{""price"":248000,""count"":1},{""price"":250000,""count"":1},{""price"":248000,""count"":1},{""price"":20000000,""count"":24},{""price"":450000,""count"":1}]"
0,61bcf6d791d31c9d3daa2409,1,1639940124812,LVL_1_LEGENDARY_TURTLE,[lvl 1] Legendary Turtle,8000000,a7d349c8ad5f49f2a15c5e60f07b91d4,LVL_1_LEGENDARY_TURTLE,"[{""price"":9000000,""count"":1},{""price"":8600000,""count"":1},{""price"":8500000,""count"":1},{""price"":8000000,""count"":1},{""price"":8600000,""count"":1}]"
0,61bcf6d791d31c9d3daa2415,1,1639859412363,SNOWMAN,Derpy Snowman,1250000,002b9fc0a92a43168b7e2d54ebea41e4,SNOWMAN,"[{""price"":1250000,""count"":1},{""price"":1250000,""count"":1},{""price"":2000000,""count"":1},{""price"":1480000,""count"":1},{""price"":2500000,""count"":1},{""price"":1480000,""count"":1},{""price"":1500000,""count"":1}]"
