__v,_id,buyOrders,buyPrice,buyVolume,id,name,sellOrders,sellPrice,sellVolume
0,614ba23dafe1ed4d9d5c162f,92,25665.1015936255,58099,ENCHANTED_WATER_LILY,Enchanted Water Lily,31,23221.11006993007,26256
0,614ba23dafe1ed4d9d5c1642,16,4.152875434505214,260709,ROUGH_AMETHYST_GEM,Rough Amethyst Gem,16,2.8,953713
0,614ba23eafe1ed4d9d5c1656,19,4.1,565298,ROUGH_RUBY_GEM,Rough Ruby Gem,28,2.8,1729999
0,614ba23eafe1ed4d9d5c1669,55,7.904923254029163,419825,LOG:1,Log:1,61,5.979893199352057,3603916
0,614ba23eafe1ed4d9d5c167d,102,37259.50638297872,4421,NULL_ATOM,Null Atom,26,33337.94897516277,98347
0,614ba23eafe1ed4d9d5c1693,25,2096564.6000000003,138,FLAWLESS_RUBY_GEM,Flawless Ruby Gem,54,2007475.9740740743,686
0,614ba23eafe1ed4d9d5c16a6,84,46.988039494352606,407731,TITANIUM_ORE,Titanium Ore,64,37,3468237
0,614ba23eafe1ed4d9d5c16b9,20,1043.7,13494,BLUE_SHARK_TOOTH,Blue Shark Tooth,34,653.006288178225,116240
0,614ba23eafe1ed4d9d5c16cc,66,120623.78387096776,4378,CATALYST,Catalyst,35,119001.90000000001,100742
0,614ba23eafe1ed4d9d5c16f4,43,5.599924016969543,642503,LOG:3,Log:3,12,3.2999999999999994,448349
0,614ba23eafe1ed4d9d5c1707,26,2.4620240846612336,554336,LOG:2,Log:2,7,1.1,294244
0,614ba23eafe1ed4d9d5c171b,202,261.5334555453712,289998,BLESSED_BAIT,Blessed Bait,57,168.10102521358615,1157486
0,614ba23eafe1ed4d9d5c1734,153,568.146255506608,610346,ENCHANTED_GLOWSTONE_DUST,Enchanted Glowstone Dust,44,522.9,520984
0,614ba23eafe1ed4d9d5c1749,20,86750.49436619718,3046,ENCHANTED_INK_SACK,Enchanted Ink Sack,64,78705.4361516035,15417
0,614ba23eafe1ed4d9d5c175e,15,189999.77272727274,277,ENCHANTED_CACTUS,Enchanted Cactus,95,108121.58363892806,62033
0,614ba23eafe1ed4d9d5c1770,126,52721.2101997897,23170,ENCHANTED_SUGAR_CANE,Enchanted Sugar Cane,85,52378.92850340136,147133
0,614ba23fafe1ed4d9d5c1788,59,2231204.5,583,FLAWLESS_SAPPHIRE_GEM,Flawless Sapphire Gem,8,2100001,31
0,614ba23fafe1ed4d9d5c17ce,102,256189.6214285714,3795,ENCHANTED_COOKED_SALMON,Enchanted Cooked Salmon,20,251236.130740276,16856
0,614ba23fafe1ed4d9d5c17e3,11,79,2057,ENCHANTED_SEEDS,Enchanted Seeds,17,70.54801153430253,406309
0,614ba23fafe1ed4d9d5c17f5,35,1853744.4515151514,426,CONCENTRATED_STONE,Concentrated Stone,113,1579737.6321100916,5449
0,614ba23fafe1ed4d9d5c180e,99,6.999516501153576,2456268,LOG,Log,98,6.5,4382354
0,614ba23fafe1ed4d9d5c182c,96,9432.297711864407,44178,JACOBS_TICKET,Jacobs Ticket,135,8912.918248532289,301884
0,614ba23fafe1ed4d9d5c183f,41,94988.97770552716,11992,ENCHANTED_BONE_BLOCK,Enchanted Bone Block,104,52059.238709677426,41656
0,614ba23fafe1ed4d9d5c1854,64,38.899699226582634,92558,GHAST_TEAR,Ghast Tear,41,30.5,1210125
0,614ba23fafe1ed4d9d5c186a,107,12404.953256704983,9991,ABSOLUTE_ENDER_PEARL,Absolute Ender Pearl,33,11002.901624622546,298111
